change_metric_(cause),target_value_change_(consequence),support,confidence,uplift
"[""dit: ('(0.11499999999999999, 0.625)', '(-0.005, 0.125)')""]","bug: ('1', '0')",2.917737789203085,0.5078982321874703,0.22575634509265385
"[""dit: ('(0.11499999999999999, 0.625)', '(-0.005, 0.125)')""]","bug: ('1', '0')",2.3650385604113113,0.5567283780049738,0.19557512443253294
"[""dit: ('(0.11499999999999999, 0.625)', '(-0.005, 0.125)')""]","bug: ('1', '0')",2.172236503856041,0.5640977648838769,0.19514343990248262
"[""dam: ('(0.335, 0.975)', '(-0.005, 0.005)')""]","bug: ('1', '0')",2.133676092544987,0.5729703451628586,0.17084492978393423
"[""dam: ('(0.335, 0.975)', '(-0.005, 0.005)')""]","bug: ('1', '0')",1.8637532133676094,0.5652173913043478,0.11441824075108975
"[""dam: ('(0.335, 0.975)', '(-0.005, 0.005)')""]","bug: ('1', '0')",1.8380462724935733,0.5652479965345463,0.11257497857754928
"[""lcom3: ('(0.40499999999999997, 0.695)', '(0.875, 1.005)')""]","bug: ('1', '0')",1.7352185089974292,0.5928535321622646,0.1347968524672393
"[""dam: ('(0.335, 0.975)', '(0.965, 1.005)')""]","bug: ('1', '0')",1.7095115681233932,0.6348235294117648,0.19511568123393316
"[""lcom3: ('(0.40499999999999997, 0.695)', '(0.875, 1.005)')""]","bug: ('1', '0')",1.6709511568123394,0.6153576437587658,0.13537606766730242
"[""lcom3: ('(0.40499999999999997, 0.695)', '(0.875, 1.005)')""]","bug: ('1', '0')",1.6709511568123394,0.6045039561777237,0.19056306493075711
"[""dit: ('(0.11499999999999999, 0.625)', '(-0.005, 0.125)')"", ""dam: ('(0.335, 0.975)', '(-0.005, 0.005)')""]","bug: ('1', '0')",1.6580976863753214,0.7076802507836991,0.20351884619236804
"[""lcom3: ('(0.325, 0.415)', '(0.875, 1.005)')""]","bug: ('1', '0')",1.5809768637532136,0.6488131466828972,0.1251347541255494
"[""amc: ('(0.005, 0.034999999999999996)', '(0.024999999999999998, 0.085)')""]","bug: ('1', '0')",1.5424164524421593,0.5280190768182592,0.12025887340459115
"[""dit: ('(0.11499999999999999, 0.625)', '(-0.005, 0.125)')"", ""dam: ('(0.335, 0.975)', '(-0.005, 0.005)')""]","bug: ('1', '0')",1.5295629820051415,0.6927811044577511,0.14268244787203654
"[""amc: ('(0.075, 1.005)', '(0.024999999999999998, 0.085)')""]","bug: ('1', '0')",1.4781491002570692,0.4225222742720676,0.0745952284309746
"[""dit: ('(0.11499999999999999, 0.625)', '(-0.005, 0.125)')""]","bug: ('1', '0')",1.4395886889460154,0.43361724938948126,0.08424937309760755
"[""dit: ('(0.11499999999999999, 0.625)', '(-0.005, 0.125)')""]","bug: ('1', '0')",1.4267352185089974,0.4094567404426559,0.07908222882515942
"[""dit: ('(0.11499999999999999, 0.625)', '(-0.005, 0.125)')"", ""dam: ('(0.335, 0.975)', '(-0.005, 0.005)')""]","bug: ('1', '0')",1.4138817480719794,0.6977911646586346,0.143101970865467
"[""lcom3: ('(0.40499999999999997, 0.695)', '(0.875, 1.005)')"", ""dit: ('(0.11499999999999999, 0.625)', '(-0.005, 0.125)')""]","bug: ('1', '0')",1.4138817480719794,0.6574328811308225,0.13339270894480093
"[""lcom3: ('(0.40499999999999997, 0.695)', '(0.875, 1.005)')"", ""dam: ('(0.335, 0.975)', '(-0.005, 0.005)')""]","bug: ('1', '0')",1.3624678663239074,0.6585424133811231,0.10825939132598059
"[""lcom3: ('(0.40499999999999997, 0.695)', '(0.875, 1.005)')"", ""dit: ('(0.11499999999999999, 0.625)', '(-0.005, 0.125)')""]","bug: ('1', '0')",1.3496143958868894,0.6737967914438503,0.13700287312868592
"[""lcom3: ('(0.40499999999999997, 0.695)', '(0.875, 1.005)')"", ""dit: ('(0.11499999999999999, 0.625)', '(-0.005, 0.125)')""]","bug: ('1', '0')",1.3496143958868894,0.6455309396485867,0.18229245425676696
"[""lcom3: ('(0.325, 0.415)', '(0.875, 1.005)')"", ""dam: ('(0.335, 0.975)', '(-0.005, 0.005)')""]","bug: ('1', '0')",1.3239074550128536,0.7644875820725093,0.10896425905962352
"[""lcom3: ('(0.325, 0.415)', '(0.875, 1.005)')"", ""dit: ('(0.11499999999999999, 0.625)', '(-0.005, 0.125)')""]","bug: ('1', '0')",1.3110539845758353,0.7317073170731707,0.11250567064872219
"[""lcom3: ('(0.40499999999999997, 0.695)', '(0.875, 1.005)')"", ""dit: ('(0.11499999999999999, 0.625)', '(-0.005, 0.125)')"", ""dam: ('(0.335, 0.975)', '(-0.005, 0.005)')""]","bug: ('1', '0')",1.2982005141388175,0.6855203619909502,0.11016180251020716
"[""rfc: ('(0.095, 1.005)', '(0.015, 0.10500000000000001)')""]","bug: ('1', '0')",1.2982005141388175,0.43459844690220856,0.06184019939190688
"[""loc: ('(0.005, 0.07500000000000001)', '(-0.005, 0.005)')""]","bug: ('1', '0')",1.2467866323907455,0.4824472451591096,0.18700151605035925
"[""rfc: ('(0.095, 1.005)', '(0.015, 0.10500000000000001)')""]","bug: ('1', '0')",1.2339331619537275,0.4224090516225348,0.05524103867594812
"[""rfc: ('(0.095, 1.005)', '(0.015, 0.10500000000000001)')"", ""dam: ('(0.335, 0.975)', '(0.965, 1.005)')""]","bug: ('1', '0')",1.2210796915167095,0.6795827123695977,0.09197606304521892
"[""loc: ('(0.005, 0.07500000000000001)', '(-0.005, 0.005)')""]","bug: ('1', '0')",1.2210796915167095,0.46332350049164206,0.22663057078508542
"[""rfc: ('(0.095, 1.005)', '(0.015, 0.10500000000000001)')""]","bug: ('1', '0')",1.2210796915167095,0.4501509419542207,0.06284855380898198
"[""loc: ('(0.065, 1.005)', '(-0.005, 0.005)')""]","bug: ('1', '0')",1.2210796915167095,0.6055448975802958,0.10311213231112223
"[""dit: ('(0.11499999999999999, 0.625)', '(-0.005, 0.125)')""]","bug: ('1', '0')",1.2210796915167095,0.3992165242165242,0.07245548890793105
"[""loc: ('(0.005, 0.07500000000000001)', '(-0.005, 0.005)')"", ""dam: ('(0.335, 0.975)', '(-0.005, 0.005)')""]","bug: ('1', '0')",1.2210796915167095,0.6822039430735083,0.11582019037031893
"[""dam: ('(0.335, 0.975)', '(0.965, 1.005)')""]","bug: ('1', '0')",1.2082262210796915,0.5656672297297297,0.09599935732647816
"[""lcom3: ('(0.325, 0.415)', '(0.875, 1.005)')"", ""dit: ('(0.11499999999999999, 0.625)', '(-0.005, 0.125)')"", ""dam: ('(0.335, 0.975)', '(-0.005, 0.005)')""]","bug: ('1', '0')",1.1953727506426735,0.8205882352941176,0.10441554513836383
"[""rfc: ('(0.095, 1.005)', '(0.015, 0.10500000000000001)')"", ""dit: ('(0.11499999999999999, 0.625)', '(-0.005, 0.125)')""]","bug: ('1', '0')",1.1953727506426735,0.5804773738658036,0.08147122800079097
"[""dit: ('(0.11499999999999999, 0.625)', '(-0.005, 0.125)')""]","bug: ('1', '0')",1.1953727506426735,0.4164179104477612,0.07522034520749174
"[""lcom3: ('(0.40499999999999997, 0.695)', '(0.875, 1.005)')"", ""loc: ('(0.005, 0.07500000000000001)', '(-0.005, 0.005)')""]","bug: ('1', '0')",1.1953727506426735,0.6388160359685274,0.12358233781944655
"[""loc: ('(0.005, 0.07500000000000001)', '(-0.005, 0.005)')""]","bug: ('1', '0')",1.1825192802056557,0.49330430048992924,0.18296330918438886
"[""loc: ('(0.005, 0.07500000000000001)', '(-0.005, 0.005)')"", ""dam: ('(0.335, 0.975)', '(-0.005, 0.005)')""]","bug: ('1', '0')",1.1696658097686377,0.689432063263839,0.14361050380799076
"[""amc: ('(0.075, 1.005)', '(0.024999999999999998, 0.085)')""]","bug: ('1', '0')",1.1696658097686377,0.43702428416092787,0.07535865328800065
