change_metric_(cause),target_value_change_(consequence),support,confidence,uplift
"[""dam: ('(0.975, 1.005)', '(-0.005, 0.195)')""]","bug: ('1', '0')",2.273706896551724,0.4915770609318996,0.18704376390433813
"[""rfc: ('(0.105, 0.23500000000000001)', '(-0.005, 0.025)')""]","bug: ('1', '0')",1.7133620689655171,0.7537567084078711,0.1554543404170008
"[""lcom3: ('(0.305, 0.415)', '(0.815, 1.005)')""]","bug: ('1', '0')",1.4224137931034484,0.5076923076923077,0.12019230769230768
"[""cam: ('(0.145, 0.265)', '(0.255, 0.535)')""]","bug: ('1', '0')",1.4008620689655171,0.4557914196468413,0.06531654807516875
"[""dam: ('(0.285, 0.905)', '(-0.005, 0.195)')""]","bug: ('1', '0')",1.271551724137931,0.5975902457757296,0.1001459955506118
"[""rfc: ('(0.035, 0.115)', '(-0.005, 0.025)')"", ""dam: ('(0.975, 1.005)', '(-0.005, 0.195)')""]","bug: ('1', '0')",1.25,0.5337822671156004,0.10603448275862068
"[""lcom3: ('(0.305, 0.415)', '(-0.005, 0.315)')""]","bug: ('1', '0')",1.2392241379310345,0.37297297297297294,0.059704100652376496
"[""dam: ('(0.975, 1.005)', '(-0.005, 0.195)')""]","bug: ('1', '0')",1.206896551724138,0.445771144278607,0.07737068965517242
"[""dam: ('(0.975, 1.005)', '(-0.005, 0.195)')""]","bug: ('1', '0')",1.1745689655172415,0.4404040404040404,0.07478448275862071
"[""dam: ('(0.975, 1.005)', '(-0.005, 0.195)')""]","bug: ('1', '0')",1.1745689655172415,0.4404040404040404,0.07478448275862071
"[""moa: ('(0.145, 0.265)', '(-0.005, 0.034999999999999996)')""]","bug: ('1', '0')",1.1745689655172415,0.6040832379862701,0.07737167600410322
"[""cbo: ('(0.035, 0.07500000000000001)', '(-0.005, 0.025)')""]","bug: ('1', '0')",1.1530172413793103,0.4205541237113402,0.06565193965517242
"[""cbo: ('(0.035, 0.07500000000000001)', '(0.015, 0.045)')""]","bug: ('1', '0')",1.1530172413793103,0.3170306031333712,0.026413589465109966
"[""ca: ('(0.055, 0.465)', '(0.005, 0.025)')""]","bug: ('1', '0')",1.1530172413793103,0.4833838727644037,0.06075488251449497
"[""max_cc: ('(0.075, 0.34500000000000003)', '(-0.005, 0.015)')""]","bug: ('1', '0')",1.142241379310345,0.682857930274218,0.16636003644519204
"[""cam: ('(0.145, 0.265)', '(0.595, 0.785)')""]","bug: ('1', '0')",1.1099137931034484,0.6835817847661834,0.11734731151373465
"[""rfc: ('(0.035, 0.115)', '(-0.005, 0.025)')""]","bug: ('1', '0')",1.1099137931034484,0.4921101078285263,0.08951914923685697
"[""max_cc: ('(0.075, 0.34500000000000003)', '(0.005, 0.015)')""]","bug: ('1', '0')",1.0883620689655173,0.6725181598062954,0.1630415097073312
"[""ce: ('(0.235, 0.395)', '(0.005, 0.07500000000000001)')""]","bug: ('1', '0')",1.0775862068965516,0.6014088250930355,0.0691369514106583
"[""rfc: ('(0.035, 0.115)', '(-0.005, 0.025)')"", ""dam: ('(0.975, 1.005)', '(-0.005, 0.195)')""]","bug: ('1', '0')",1.0668103448275863,0.5049793538984697,0.08990817091454273
"[""rfc: ('(0.035, 0.115)', '(-0.005, 0.025)')"", ""dam: ('(0.975, 1.005)', '(-0.005, 0.195)')""]","bug: ('1', '0')",1.0668103448275863,0.5125,0.08982279693486589
"[""lcom3: ('(0.305, 0.415)', '(0.815, 1.005)')"", ""dam: ('(0.975, 1.005)', '(-0.005, 0.195)')""]","bug: ('1', '0')",1.045258620689655,0.4914785812989406,0.07684018567639257
"[""avg_cc: ('(0.095, 1.005)', '(0.035, 0.055)')""]","bug: ('1', '0')",1.045258620689655,0.5474426807760141,0.19779094827586208
"[""avg_cc: ('(0.045000000000000005, 0.095)', '(0.035, 0.055)')""]","bug: ('1', '0')",1.045258620689655,0.4552681992337165,0.06966594827586206
"[""max_cc: ('(0.035, 0.085)', '(0.005, 0.015)')""]","bug: ('1', '0')",1.0344827586206897,0.4938120702826585,0.07655389742103737
"[""max_cc: ('(0.035, 0.085)', '(-0.005, 0.015)')""]","bug: ('1', '0')",1.0344827586206897,0.5014042867701404,0.07887405382674516
"[""moa: ('(0.145, 0.265)', '(-0.005, 0.034999999999999996)')""]","bug: ('1', '0')",1.0237068965517242,0.5289772727272728,0.056438577586206906
"[""moa: ('(0.145, 0.265)', '(-0.005, 0.034999999999999996)')""]","bug: ('1', '0')",1.0237068965517242,0.5323275862068966,0.056898409631391214
"[""lcom3: ('(0.40499999999999997, 0.455)', '(-0.005, 0.315)')""]","bug: ('1', '0')",1.0129310344827585,0.47122929380993894,0.05073392357875116
"[""lcom3: ('(0.40499999999999997, 0.455)', '(0.815, 1.005)')""]","bug: ('1', '0')",1.0129310344827585,0.641439205955335,0.08073607427055703
"[""rfc: ('(0.035, 0.115)', '(-0.005, 0.025)')""]","bug: ('1', '0')",1.0129310344827585,0.48988648090815273,0.08040305505142165
"[""lcom3: ('(0.305, 0.415)', '(0.815, 1.005)')""]","bug: ('1', '0')",0.980603448275862,0.4880958896612117,0.06713094898831574
"[""lcom3: ('(0.305, 0.415)', '(0.815, 1.005)')""]","bug: ('1', '0')",0.9482758620689655,0.48157248157248156,0.06451268167569107
"[""cam: ('(0.024999999999999998, 0.155)', '(0.595, 0.785)')""]","bug: ('1', '0')",0.9482758620689655,0.7838118298166724,0.08140341905318527
"[""lcom3: ('(0.305, 0.415)', '(0.815, 1.005)')""]","bug: ('1', '0')",0.9482758620689655,0.48157248157248156,0.06451268167569107
"[""cam: ('(0.024999999999999998, 0.155)', '(0.255, 0.535)')""]","bug: ('1', '0')",0.9482758620689655,0.522621747111543,0.050686462324393354
"[""cbo: ('(0.065, 0.125)', '(-0.005, 0.025)')""]","bug: ('1', '0')",0.9375,0.5063931297709924,0.06022359913793103
"[""dam: ('(0.285, 0.905)', '(-0.005, 0.195)')""]","bug: ('1', '0')",0.9375,0.5713133640552995,0.08556226908866994
"[""dam: ('(0.975, 1.005)', '(-0.005, 0.195)')""]","bug: ('1', '0')",0.9375,0.49407798833819244,0.13079202586206898
"[""cbo: ('(0.065, 0.125)', '(0.015, 0.045)')""]","bug: ('1', '0')",0.9375,0.3817394963034201,0.033727599782785764
